time,total_torque,footforce,d_footforce_dt,environment
5233.55,0.008153392569883832,920.4623838050092,50.858386296021855,Parking
5233.65,0.00019353667566708832,921.9750538924576,49.86131423535541,Parking
5233.75,7.908141047278267e-05,921.9750538924576,47.90762310318055,Parking
5233.85,0.00010576971612054543,920.4623838050092,45.07436636288243,Parking
5233.95,9.030001368450988e-05,921.9750538924576,41.46816316723214,Parking
5234.05,0.00010322534483067031,920.7179490350695,37.21617241309072,Parking
5234.15,2.5102082145006893e-05,919.9836955076976,32.45661430485831,Parking
5234.25,0.0001003239129287904,921.9750538924576,27.35633007107015,Parking
5234.35,4.290152140422987e-05,920.4623838050092,22.019215813600177,Parking
5234.45,7.165200038202442e-05,921.9750538924576,16.582365177778932,Parking
5234.56,3.017762436444549e-05,919.9836955076976,11.176500728138937,Parking
5234.66,5.008416317982431e-05,921.9045503738442,5.913666945466566,Parking
5234.76,4.717654109708582e-05,920.6246770506069,0.857662717081619,Parking
5234.86,7.203155790811087e-05,921.0276868802588,-3.8788737265009474,Parking
5234.96,0.0001340955248360135,921.9750538924576,-8.247899615292097,Parking
5235.06,3.416674547726916e-05,920.5492925422299,-12.152758508991724,Parking
5235.16,0.00019755865159823595,921.9750538924576,-15.606051150087657,Parking
5235.26,5.333938498481623e-05,921.1473092243415,-18.572831260372627,Parking
5235.36,0.00014686245558903012,920.9875134875608,-21.07592919872191,Parking
5235.46,7.099782664008485e-05,920.8113585893417,-23.16172927334724,Parking
5235.56,5.7139517110051844e-05,921.9750538924576,-24.84112777215268,Parking
5235.66,0.00014936144169610686,920.5492925422299,-25.85899274290371,Parking
5235.77,0.0001100067095192069,919.5460836738962,-25.99618510972063,Parking
5235.87,0.00016418955336823917,919.9836955076976,-25.55937723328597,Parking
5235.97,9.11906271506229e-05,919.9836955076976,-24.796384114617943,Parking
5236.07,8.213263524480204e-05,919.5460836738962,-23.85226916303566,Parking
5236.17,0.00013528579268949802,919.9836955076976,-22.855702568699694,Parking
5236.27,4.568187676768325e-05,921.9750538924576,-21.924150350137896,Parking
5236.37,3.644788242254008e-05,920.4221857386967,-21.138806503092074,Parking
5236.47,6.885669861425968e-05,919.4188381798581,-20.521675898713127,Parking
5236.57,0.0001088994399398725,920.4623838050092,-20.062081119479128,Parking
5236.68,8.417114235025573e-05,919.9836955076976,-19.808181198197445,Parking
5236.77,6.726646016669616e-05,919.9836955076976,-19.742749329051605,Parking
5236.87,0.00011416659128826891,919.9845937400349,-19.837150737305794,Parking
5236.98,0.0001445414798174338,919.9836955076976,-20.053280205288054,Parking
5237.08,8.717173315745771e-05,919.4188381798581,-20.382394413671836,Parking
5237.18,0.00027176553113104294,920.9006461068425,-20.738438691139486,Parking
5237.28,0.00010682818476277733,920.4221857386967,-21.027088293448436,Parking
5237.38,0.0001608888967712468,919.4601677071172,-21.177126464389715,Parking
5237.48,0.0001614910684960656,919.8978204126804,-21.092963171113023,Parking
5237.58,3.0510905181371858e-05,918.9809573652764,-20.70218409042304,Parking
5237.68,8.951364083603022e-05,919.5160847025993,-19.90877000890481,Parking
